accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,lsoa_of_casualty,collision_to_casualty_home_postcode,enhanced_casualty_severity,grid_x,grid_y,longitude,latitude,geom,police_force,accident_severity,number_of_vehicles,number_of_casualties,obs_date,lad_stats19,lah_ons,first_road_class,first_road_number,road_type,speed_limit_mph,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,enhanced_collision_severity,lad_ons,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,was_vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_home_area_type,lsoa_of_driver,escooter,collision_to_driver_home_postcode,from_pt,to_pt,generic_make_model
2023991379230,1,1,Pedestrian,Female,22,21 - 25,Slight,On footway or verge,Walking facing traffic,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,-1,<= 5km,Slight,254903,661223,-4.317597,55.822385,0101000020E6100000C140D62D384511C0D4F632DC43E94B40,99,Slight,1,1,2023-11-26T22:32:00Z,-1,S12000049,B,762,Dual carriageway,40,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,-1,Slight,S12000049,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Other,Male,26,26 - 35,1499,Petrol,8,Urban area,-1,FALSE,<= 5km,0101000020E6100000BD288F61AC4611C0177BFF4643E94B40,0101000020E610000076F500EA594411C04AA648E942E94B40,MINI COOPER
2023471337805,1,1,Pedestrian,Male,41,36 - 45,Serious,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01017002,<= 5km,Very serious,530351,106133,-0.150059,50.840053,0101000020E6100000D3EA5FA02535C3BFDD6DBDCF866B4940,47,Serious,1,2,2023-07-30T17:30:00Z,-1,E06000043,A,23,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01016935,Very serious,E06000043,1,No tow,NA,Cycle lane carriageway,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,-1,NA,NA,NA,NA,Urban area,E01028577,FALSE,>100km,NA,NA,-1
2023010480124,1,1,Pedestrian,Male,71,66 - 75,Fatal,Within 50m. of crossing,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01000930,<= 5km,NA,525489,183536,-0.192055,51.536789,0101000020E6100000A44FA6904195C8BFE0D7D072B5C44940,1,Fatal,1,1,2023-11-25T15:20:00Z,-1,E09000007,A,5,Single carriageway,20,T or staggered junction,Auto traffic signal,B,NA,None,Pelican,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01000930,NA,E09000007,21,Articulated vehicle,Moving off,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Journey as part of work,Male,55,46 - 55,16123,Heavy oil,7,Urban area,E01026287,FALSE,>100km,NA,NA,VOLVO MODEL MISSING
2023201400129,1,1,Pedestrian,Female,15,11 - 15,Serious,"In carriageway, not crossing","In carriageway, stationary, masked",Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01031042,<= 5km,Moderately serious,414646,290234,-1.785635,52.509806,0101000020E610000055621C96F591FCBFED268F4141414A40,20,Serious,1,1,2023-08-21T14:21:00Z,-1,E08000025,M,6,Dual carriageway,50,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,Roadworks,None,Rural,Yes,E01009441,Moderately serious,E08000025,21,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Journey as part of work,Male,21,21 - 25,12902,Heavy oil,2,Urban area,E01009737,FALSE,>20 and <=100km,NA,NA,DAF TRUCKS MODEL MISSING
2023041378063,1,1,Pedestrian,Female,82,Over 75,Slight,Unknown or other,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01025172,<= 5km,Slight,344153,463099,-2.854702,54.060798,0101000020E6100000EA24E9F56DD606C0BAA1A12AC8074B40,4,Slight,1,1,2023-11-23T11:10:00Z,-1,E10000017,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01025171,Slight,E07000121,9,No tow,Turning right,On main cway not in restricted lane,Entering main road,None,None,NA,None,Front,No,Other,Female,40,36 - 45,1595,Petrol,19,Urban area,E01025093,FALSE,<= 5km,NA,NA,VOLKSWAGEN BEETLE
2023201271264,1,1,Pedestrian,Male,-1,NA,Serious,"In carriageway, crossing elsewhere",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,NA,-1,NA,Less Serious,392319,297672,-2.114777,52.57681,0101000020E61000005D1B2F3D10EB00C0F16AF1DAD4494A40,20,Serious,1,1,2023-01-10T17:47:00Z,-1,E08000031,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,E01010453,Less Serious,E08000031,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Not known,Female,40,36 - 45,1200,Petrol,4,Urban area,E01010533,FALSE,<= 5km,NA,NA,PEUGEOT 3008
2023991287284,1,1,Pedestrian,Female,63,56 - 65,Slight,"In carriageway, not crossing",Walking back to traffic,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,-1,<= 5km,Slight,229743,683083,-4.732502,56.010353,0101000020E61000008FC188F814EE12C018D0623253014C40,99,Slight,1,1,2023-03-15T13:20:00Z,-1,S12000035,U,NA,Single carriageway,20,Crossroads,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,-1,Slight,S12000035,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Nearside,No,Other,Male,86,Over 75,999,Petrol,2,Urban area,-1,FALSE,<= 5km,0101000020E6100000B4E7B89EBBED12C04203F86151014C40,0101000020E6100000B89B2D891DEE12C0BFCAB57753014C40,FORD FIESTA
2023010478144,1,1,Pedestrian,Female,18,16 - 20,Slight,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01004412,<= 5km,NA,538367,188349,-0.004599,51.577032,0101000020E6100000ACA09FDDB4D672BF25B2151EDCC94940,1,Slight,1,1,2023-11-15T14:50:00Z,-1,E09000031,C,NA,Single carriageway,20,Crossroads,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01004363,NA,E09000031,9,No tow,Turning right,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Not known,Male,23,21 - 25,1395,Petrol,7,Urban area,E01004470,FALSE,<= 5km,NA,NA,AUDI A4
2023010456394,1,1,Pedestrian,Female,37,36 - 45,Serious,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01001860,<= 5km,NA,523306,179983,-0.224756,51.505338,0101000020E610000006AD925BCCC4CCBFC4EE06E0AEC04940,1,Serious,1,1,2023-07-20T15:50:00Z,-1,E09000013,A,219,Single carriageway,20,Crossroads,Auto traffic signal,A(M),4020,None,Pelican,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01001941,NA,E09000013,3,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Not known,Not known,-1,NA,125,Petrol,3,NA,-1,FALSE,NA,NA,NA,HONDA WW125
2023010424058,1,1,Pedestrian,Male,17,16 - 20,Serious,Within 50m. of crossing,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01001475,<= 5km,NA,529430,196010,-0.130668,51.647998,0101000020E610000053933BDEB9B9C0BF5D911C8DF1D24940,1,Serious,1,1,2023-01-28T17:00:00Z,-1,E09000010,C,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,Central Refuge,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01001419,NA,E09000010,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Offside,No,Not known,Male,54,46 - 55,1364,Petrol,13,Urban area,E01001447,FALSE,>5 and <= 10km,NA,NA,VAUXHALL MERIVA
2023010442592,1,1,Pedestrian,Male,17,16 - 20,Serious,"In carriageway, not crossing",Walking facing traffic,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,NA,543809,178977,0.070056,51.491458,0101000020E6100000C0824BB637EFB13F258A140EE8BE4940,1,Serious,1,1,2023-05-12T16:18:00Z,-1,E09000011,A,206,Dual carriageway,30,Crossroads,Auto traffic signal,A(M),205,None,Footbridge or subway,Daylight,Other,Dry,None,None,Urban,Yes,E01033731,NA,E09000011,11,No tow,Moving off,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Commuting to from work,Male,56,56 - 65,4500,Heavy oil,9,Urban area,E01001692,FALSE,<= 5km,NA,NA,ALEXANDER DENNIS MODEL MISSING
2023421301356,1,1,Pedestrian,Male,57,56 - 65,Fatal,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01015938,<= 5km,Fatal,564580,178546,0.368787,51.481927,0101000020E610000032889E91349AD73F1B7C34BEAFBD4940,42,Fatal,1,1,2023-04-26T21:08:00Z,-1,E06000034,U,NA,Single carriageway,30,T or staggered junction,Auto traffic signal,C,NA,None,Pelican,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01015934,Fatal,E06000034,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Other,Female,20,16 - 20,1242,Petrol,12,Urban area,E01015936,FALSE,<= 5km,NA,NA,FIAT 500
2023332301250,1,3,Pedestrian,Male,6,6 - 10,Slight,On pedestrian crossing facility,From nearside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01032867,<= 5km,NA,458065,305235,-1.143321,52.641761,0101000020E61000004B3C571D0B4BF2BFC3253C2825524A40,33,Serious,1,3,2023-12-14T09:00:00Z,-1,E06000016,A,50,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,Pelican,Daylight,Fine no high winds,Dry,Roadworks,None,Urban,Yes,E01013607,NA,E06000016,9,No tow,Overtaking static vehicle - offside,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Journey as part of work,Male,41,36 - 45,2179,Heavy oil,11,Urban area,E01013732,FALSE,<= 5km,NA,NA,LAND ROVER RANGE ROVER EVOQUE
2023332301250,1,2,Pedestrian,Female,6,6 - 10,Slight,On pedestrian crossing facility,From nearside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01032867,<= 5km,NA,458065,305235,-1.143321,52.641761,0101000020E61000004B3C571D0B4BF2BFC3253C2825524A40,33,Serious,1,3,2023-12-14T09:00:00Z,-1,E06000016,A,50,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,Pelican,Daylight,Fine no high winds,Dry,Roadworks,None,Urban,Yes,E01013607,NA,E06000016,9,No tow,Overtaking static vehicle - offside,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Journey as part of work,Male,41,36 - 45,2179,Heavy oil,11,Urban area,E01013732,FALSE,<= 5km,NA,NA,LAND ROVER RANGE ROVER EVOQUE
2023332301250,1,1,Pedestrian,Female,45,36 - 45,Serious,On pedestrian crossing facility,From nearside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01032867,<= 5km,NA,458065,305235,-1.143321,52.641761,0101000020E61000004B3C571D0B4BF2BFC3253C2825524A40,33,Serious,1,3,2023-12-14T09:00:00Z,-1,E06000016,A,50,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,Pelican,Daylight,Fine no high winds,Dry,Roadworks,None,Urban,Yes,E01013607,NA,E06000016,9,No tow,Overtaking static vehicle - offside,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Journey as part of work,Male,41,36 - 45,2179,Heavy oil,11,Urban area,E01013732,FALSE,<= 5km,NA,NA,LAND ROVER RANGE ROVER EVOQUE
2023311366200,1,1,Pedestrian,Male,74,66 - 75,Fatal,On pedestrian crossing facility,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01028365,<= 5km,Fatal,458174,337790,-1.135934,52.934369,0101000020E61000001AB30354C92CF2BF70D65D5699774A40,31,Fatal,1,1,2023-10-16T16:20:00Z,-1,E10000024,A,60,Dual carriageway,30,Other junction,Auto traffic signal,C,NA,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01028417,Fatal,E07000176,11,No tow,Overtaking - nearside,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Offside,No,Journey as part of work,Female,25,21 - 25,7300,Heavy oil,14,Urban area,E01013841,FALSE,<= 5km,0101000020E61000008CFABF9C192CF2BF096429C79F774A40,0101000020E610000092509279C92DF2BF4B38EB158F774A40,VOLVO MODEL MISSING
2023010438772,1,1,Pedestrian,Male,70,66 - 75,Slight,Centre of carriageway without refuge,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01000791,<= 5km,NA,545963,165879,0.095668,51.373214,0101000020E61000004E2FF4DDAA7DB83FB004A06FC5AF4940,1,Slight,1,1,2023-04-21T16:15:00Z,-1,E09000006,A,232,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01000790,NA,E09000006,8,No tow,NA,NA,NA,NA,NA,Offside and rebounded,NA,NA,NA,Not known,Not known,-1,NA,1956,Heavy oil,6,Urban area,E01000458,FALSE,>5 and <= 10km,NA,NA,VAUXHALL ZAFIRA
2023211378829,1,1,Pedestrian,Female,78,Over 75,Fatal,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01029407,<= 5km,Fatal,424231,322590,-1.642045,52.800331,0101000020E61000004DEFFFE5D045FABF2C9D4A2E71664A40,21,Fatal,1,1,2023-11-25T09:19:00Z,-1,E10000028,A,5189,Single carriageway,30,Not a junction,NA,NA,-1,NA,NA,Daylight,Fine no high winds,Dry,NA,NA,Urban,Yes,E01032898,Fatal,E07000193,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Other,Male,22,21 - 25,1396,Petrol,33,Urban area,E01010321,FALSE,>20 and <=100km,0101000020E6100000C892F5FFF646FABFCE49C08276664A40,0101000020E61000001D71140E6D44FABFD00AE1136A664A40,-1
2023041354818,1,1,Pedestrian,Male,88,Over 75,Fatal,Centre of carriageway without refuge,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01012572,<= 5km,Fatal,369040,427984,-2.470943,53.747304,0101000020E610000071B0DE8B7DC403C0E456DA96A7DF4A40,4,Fatal,1,1,2023-09-21T09:17:00Z,-1,E06000008,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01012575,Fatal,E06000008,9,No tow,Turning right,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Journey as part of work,Female,59,56 - 65,1598,Petrol,10,Urban area,E01012572,FALSE,<= 5km,NA,NA,VAUXHALL ASTRA
2023010456324,1,1,Pedestrian,Female,89,Over 75,Serious,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01002827,<= 5km,NA,525402,180157,-0.19451,51.506441,0101000020E61000006BED91C7B4E5C8BFB9BA7F04D3C04940,1,Serious,1,1,2023-07-20T15:48:00Z,-1,E09000020,A,4204,Single carriageway,20,Crossroads,Give way or uncontrolled,C,NA,None,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01002825,NA,E09000020,19,No tow,Turning right,On main cway not in restricted lane,Entering main road,None,None,NA,None,Offside,No,Journey as part of work,Male,54,46 - 55,2200,Heavy oil,3,Urban area,E01003502,FALSE,>10 and <= 20km,NA,NA,CITROEN RELAY
2023522301566,1,1,Pedestrian,Female,22,21 - 25,Slight,On pedestrian crossing facility,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01001381,>100km,NA,357783,173402,-2.60902,51.458013,0101000020E6100000A0C6C99B45DF04C0E1AEE81BA0BA4940,52,Slight,1,2,2023-08-19T00:09:00Z,-1,E06000023,A,4018,Single carriageway,20,Roundabout,Give way or uncontrolled,A(M),4018,None,Zebra,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01014554,NA,E06000023,8,No tow,Going ahead left-hand bend,On main cway not in restricted lane,Leaving roundabout,None,None,NA,None,Front,No,Journey as part of work,Male,49,46 - 55,1560,Heavy oil,6,Urban area,E01014509,FALSE,<= 5km,NA,NA,-1
2023522301566,1,2,Pedestrian,Male,24,21 - 25,Slight,On pedestrian crossing facility,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01001381,>100km,NA,357783,173402,-2.60902,51.458013,0101000020E6100000A0C6C99B45DF04C0E1AEE81BA0BA4940,52,Slight,1,2,2023-08-19T00:09:00Z,-1,E06000023,A,4018,Single carriageway,20,Roundabout,Give way or uncontrolled,A(M),4018,None,Zebra,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01014554,NA,E06000023,8,No tow,Going ahead left-hand bend,On main cway not in restricted lane,Leaving roundabout,None,None,NA,None,Front,No,Journey as part of work,Male,49,46 - 55,1560,Heavy oil,6,Urban area,E01014509,FALSE,<= 5km,NA,NA,-1
2023201270949,1,2,Pedestrian,Female,61,56 - 65,Serious,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,NA,-1,NA,Moderately serious,392902,293079,-2.106074,52.535528,0101000020E61000004753C7693DD900C0C36E891E8C444A40,20,Fatal,1,2,2023-01-26T20:37:00Z,-1,E08000027,A,457,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,No - accident was reported on self completed form,E01009774,Fatal,E08000027,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Not known,Not known,-1,NA,1994,Petrol,20,NA,-1,FALSE,NA,NA,NA,SUBARU IMPREZA
2023201270949,1,1,Pedestrian,Male,64,56 - 65,Fatal,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01009774,<= 5km,Fatal,392902,293079,-2.106074,52.535528,0101000020E61000004753C7693DD900C0C36E891E8C444A40,20,Fatal,1,2,2023-01-26T20:37:00Z,-1,E08000027,A,457,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,No - accident was reported on self completed form,E01009774,Fatal,E08000027,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Not known,Not known,-1,NA,1994,Petrol,20,NA,-1,FALSE,NA,NA,NA,SUBARU IMPREZA
2023471261748,1,1,Pedestrian,Female,16,16 - 20,Serious,Unknown or other,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01031655,<= 5km,Very serious,518967,131107,-0.303508,51.066979,0101000020E6100000EB342769AC6CD3BFA39F4DB992884940,47,Serious,1,1,2023-01-10T15:33:00Z,-1,E10000032,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,E01031654,Very serious,E07000227,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Other,Female,61,56 - 65,1198,Petrol,10,Urban area,E01031672,FALSE,<= 5km,NA,NA,SKODA FABIA
2023170L20783,1,1,Pedestrian,Female,89,Over 75,Serious,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01012167,<= 5km,NA,454052,519493,-1.165514,54.567783,0101000020E6100000CF971CC0F1A5F2BF7CFFCE12AD484B40,17,Serious,1,1,2023-07-25T13:30:00Z,-1,E06000003,C,NA,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01012167,NA,E06000003,9,No tow,Reversing,Footway (pavement),Leaving main road,None,None,NA,None,Nearside,No,Pupil riding to from school,Male,38,36 - 45,1995,Petrol,13,Urban area,E01012167,FALSE,<= 5km,NA,NA,BMW 3 SERIES
2023430113483,1,1,Pedestrian,Male,34,26 - 35,Fatal,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,NA,448315,207917,-1.301253,51.767855,0101000020E6100000A015043CEED1F4BF7E18B60449E24940,43,Fatal,1,1,2023-03-13T23:20:00Z,-1,E10000025,A,34,Dual carriageway,70,Not a junction,NA,NA,-1,None,None,Darkness - no lighting,Raining high winds,Wet or damp,None,None,Rural,Yes,E01028742,NA,E07000180,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Male,30,26 - 35,NA,NA,NA,Urban area,E01028633,FALSE,>10 and <= 20km,NA,NA,-1
2023141316998,1,2,Pedestrian,Female,15,11 - 15,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Slight,435206,389800,-1.471926,53.403854,0101000020E610000022ADE4CB018DF7BF53360F73B1B34A40,14,Serious,1,3,2023-06-09T16:40:00Z,-1,E08000019,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01007870,Less Serious,E08000019,9,No tow,Overtaking static vehicle - offside,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Commuting to from work,Male,39,36 - 45,1560,Heavy oil,12,Urban area,E01008154,FALSE,<= 5km,NA,NA,FORD C-MAX
2023141316998,1,1,Pedestrian,Female,14,11 - 15,Serious,"In carriageway, crossing elsewhere",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Less Serious,435206,389800,-1.471926,53.403854,0101000020E610000022ADE4CB018DF7BF53360F73B1B34A40,14,Serious,1,3,2023-06-09T16:40:00Z,-1,E08000019,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01007870,Less Serious,E08000019,9,No tow,Overtaking static vehicle - offside,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Commuting to from work,Male,39,36 - 45,1560,Heavy oil,12,Urban area,E01008154,FALSE,<= 5km,NA,NA,FORD C-MAX
2023141316998,1,3,Pedestrian,Female,14,11 - 15,Slight,"In carriageway, crossing elsewhere",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Slight,435206,389800,-1.471926,53.403854,0101000020E610000022ADE4CB018DF7BF53360F73B1B34A40,14,Serious,1,3,2023-06-09T16:40:00Z,-1,E08000019,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01007870,Less Serious,E08000019,9,No tow,Overtaking static vehicle - offside,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Nearside,No,Commuting to from work,Male,39,36 - 45,1560,Heavy oil,12,Urban area,E01008154,FALSE,<= 5km,NA,NA,FORD C-MAX
2023161334557,1,1,Pedestrian,Male,55,46 - 55,Serious,Centre of carriageway without refuge,"In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Small town,E01013073,<= 5km,Less Serious,464204,422140,-1.029187,53.691772,0101000020E61000008049790E8D77F0BF87C2FAEB8BD84A40,16,Serious,2,1,2023-07-28T22:45:00Z,-1,E06000011,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Rural,Yes,E01013073,Less Serious,E06000011,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,Bridge roof,NA,None,Offside,No,Not known,Male,27,26 - 35,1124,Petrol,19,Small town,E01013073,FALSE,<= 5km,NA,NA,PEUGEOT 206
2023161388672,1,1,Pedestrian,Female,65,56 - 65,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01013132,<= 5km,Slight,530455,408808,-0.031966,53.559686,0101000020E610000007BC25D0E65DA0BF5F1E1DBCA3C74A40,16,Slight,1,1,2023-12-14T16:53:00Z,-1,E06000012,B,1374,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,E01013129,Slight,E06000012,9,No tow,Reversing,Footway (pavement),Entering main road,None,None,NA,None,Back,No,Not known,Female,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023131322158,1,1,Pedestrian,Male,52,46 - 55,Serious,On footway or verge,"In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01011047,>5 and <= 10km,Less Serious,413617,413700,-1.795616,53.619669,0101000020E61000007172BC84D7BAFCBF882CF24451CF4A40,13,Serious,1,1,2023-06-23T23:40:00Z,-1,E08000034,A,616,Single carriageway,30,Crossroads,Auto traffic signal,A,6110,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,E01011228,Less Serious,E08000034,11,No tow,NA,On main cway not in restricted lane,Entering main road,None,None,NA,None,Did not impact,No,Other,Male,57,56 - 65,9360,Heavy oil,14,Small town,E01011111,FALSE,>10 and <= 20km,NA,NA,VOLVO MODEL MISSING
2023010421586,1,1,Pedestrian,Male,45,36 - 45,Fatal,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,NA,535802,198801,-0.037543,51.671577,0101000020E61000007A008AC1D738A3BF68AB7C2AF6D54940,1,Fatal,1,1,2023-01-15T19:51:00Z,-1,E09000010,C,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lighting unknown,Fine no high winds,Dry,None,None,Urban,Yes,E01001442,NA,E09000010,9,No tow,NA,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Not known,Male,37,36 - 45,1999,Petrol,5,Urban area,E01003481,FALSE,>10 and <= 20km,NA,NA,FORD FOCUS
