accident_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,lsoa_of_casualty,collision_to_casualty_home_postcode,enhanced_casualty_severity,grid_x,grid_y,longitude,latitude,geom,police_force,accident_severity,number_of_vehicles,number_of_casualties,obs_date,lad_stats19,lah_ons,first_road_class,first_road_number,road_type,speed_limit_mph,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,enhanced_collision_severity,lad_ons,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,was_vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_home_area_type,lsoa_of_driver,escooter,collision_to_driver_home_postcode,from_pt,to_pt,generic_make_model
2023010441298,1,1,Pedestrian,Male,69,66 - 75,Slight,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01004409,<= 5km,NA,537150,189840,-0.021569,51.590727,0101000020E61000007668B60F201696BF1802FFE19CCB4940,1,Slight,1,1,2023-05-05T12:35:00Z,-1,E09000031,A,503,Single carriageway,20,Other junction,Give way or uncontrolled,C,NA,None,Zebra,Daylight,Raining no high winds,Wet or damp,Road sign or marking defective or obscured,Other object on road,Urban,Yes,E01004460,NA,E09000031,3,No tow,Slowing or stopping,On main cway not in restricted lane,Approaching junction or held at junction approach,None,Any animal except ridden horse,NA,None,Front,No,Journey as part of work,Male,34,26 - 35,125,Petrol,5,Urban area,E01004449,FALSE,<= 5km,NA,NA,YAMAHA GPD
2023991294588,1,1,Pedestrian,Female,8,6 - 10,Serious,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,-1,<= 5km,Less Serious,292495,680852,-3.72573,56.008508,0101000020E610000081986E994BCE0DC0C85A63BF16014C40,99,Serious,1,1,2023-04-06T10:07:00Z,-1,S12000014,B,9132,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,-1,Less Serious,S12000014,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,Overturned,None,Did not leave carriageway,None,Front,No,Not known,Male,78,Over 75,1388,Petrol,21,Urban area,-1,FALSE,<= 5km,0101000020E6100000FEC21B5EA5CB0DC05FE911A726014C40,0101000020E6100000E3DE15F62AD10DC0875CBB6F04014C40,FORD FIESTA
2023361306933,1,1,Pedestrian,Male,15,11 - 15,Fatal,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01026477,<= 5km,Fatal,586425,282700,0.739466,52.410533,0101000020E6100000A3574C53B4A9E73F9667A6468C344A40,36,Fatal,1,1,2023-05-13T11:44:00Z,-1,E10000020,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,Pelican,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01026477,Fatal,E07000143,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Other,Male,35,26 - 35,1580,Hybrid electric,6,Rural,E01030096,FALSE,>10 and <= 20km,0101000020E61000000782538E62AEE73F474EFCE992344A40,0101000020E61000007C389DBFA4A5E73F927053C286344A40,HYUNDAI IONIQ
2023991295146,1,1,Pedestrian,Female,84,Over 75,Serious,Within 50m. of crossing,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Small town,-1,<= 5km,Less Serious,351184,673872,-2.783374,55.955381,0101000020E6100000874AA758594406C0D4BDEEDC49FA4B40,99,Serious,1,1,2023-04-09T13:02:00Z,-1,S12000010,A,6093,Single carriageway,20,Crossroads,Auto traffic signal,B,NA,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,-1,Less Serious,S12000010,9,No tow,Reversing,On main cway not in restricted lane,Leaving main road,None,None,NA,None,Back,No,Not known,Not known,50,46 - 55,NA,NA,NA,NA,-1,FALSE,NA,0101000020E61000007B91F2BD614406C0B61514DC49FA4B40,0101000020E6100000CA25688ADF4206C03BAB59034AFA4B40,-1
2023131304717,1,1,Pedestrian,Female,20,16 - 20,Serious,On pedestrian crossing facility,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Urban area,E01011451,<= 5km,Less Serious,429427,434924,-1.554601,53.80978,0101000020E61000002985401AA5DFF8BF94DC6CD4A6E74A40,13,Serious,1,1,2023-05-04T20:45:00Z,-1,E08000035,A,660,Single carriageway,20,Not a junction,NA,NA,-1,Control by other authorised person,Pelican,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,E01033005,Less Serious,E08000035,1,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023991266063,1,1,Pedestrian,Female,71,66 - 75,Serious,On zig-zag exit lines,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,-1,<= 5km,Less Serious,251944,669989,-4.369572,55.900181,0101000020E610000055520E08717A11C02F5F101139F34B40,99,Serious,1,1,2023-01-20T14:55:00Z,-1,S12000049,U,NA,Single carriageway,30,Crossroads,Give way or uncontrolled,A(M),82,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,-1,Less Serious,S12000049,9,No tow,Moving off,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Other,Male,38,36 - 45,998,Petrol,1,Urban area,-1,FALSE,<= 5km,0101000020E61000003024834D607A11C0D00FF19030F34B40,0101000020E610000065C79A4B347B11C00EE8D5E53DF34B40,HYUNDAI I10
2023010479619,1,1,Pedestrian,Male,83,Over 75,Serious,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01004454,<= 5km,NA,537349,192379,-0.017705,51.613494,0101000020E610000089B44108242192BF8B90FFE786CE4940,1,Serious,2,1,2023-11-22T19:35:00Z,-1,E09000031,A,112,Dual carriageway,30,T or staggered junction,Auto traffic signal,C,NA,None,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01004417,NA,E09000031,9,No tow,Going ahead right-hand bend,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Not known,Male,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023111272735,1,1,Pedestrian,Male,34,26 - 35,Fatal,Within 50m. of crossing,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Small town,E01020853,>20 and <=100km,Fatal,428328,521297,-1.563184,54.586084,0101000020E61000009E5A62ABCD02F9BFDC8192BC044B4B40,11,Fatal,1,1,2023-01-27T05:39:00Z,-1,E06000047,A,167,Dual carriageway,50,Crossroads,Auto traffic signal,C,NA,None,Pedestrian phase at traffic signal junction,Darkness - lights unlit,Fine no high winds,Wet or damp,None,None,Rural,Yes,E01020826,Fatal,E06000047,9,No tow,NA,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Front,No,Journey as part of work,Male,28,26 - 35,NA,Electric,1,Small town,E01020679,FALSE,>20 and <=100km,NA,NA,FORD MUSTANG MACH-E
2023481364558,1,1,Pedestrian,Male,50,46 - 55,Serious,On pedestrian crossing facility,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,Less Serious,531636,181063,-0.1044,51.513167,0101000020E610000033DD2506F2B9BABF02848D65AFC14940,48,Serious,1,1,2023-04-25T17:15:00Z,-1,E09000001,U,NA,Single carriageway,20,T or staggered junction,Auto traffic signal,A(M),201,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,E01032740,Less Serious,E09000001,1,No tow,Turning left,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,NA,None,Front,No,Not known,Male,25,21 - 25,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023052302699,1,1,Pedestrian,Male,13,11 - 15,Serious,Within 50m. of crossing,From nearside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01006866,>5 and <= 10km,NA,352181,395373,-2.721552,53.452933,0101000020E6100000EF1A6A38BDC505C0FE0FFBABF9B94A40,5,Serious,1,2,2023-11-10T08:10:00Z,-1,E08000013,A,58,Dual carriageway,30,Not a junction,NA,NA,-1,None,Pelican,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,E01006872,NA,E08000013,8,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Journey as part of work,Male,35,26 - 35,1797,Hybrid electric,8,Urban area,E01006466,FALSE,>5 and <= 10km,NA,NA,TOYOTA PRIUS
2023052302699,1,2,Pedestrian,Female,13,11 - 15,Serious,Within 50m. of crossing,From nearside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01006839,<= 5km,NA,352181,395373,-2.721552,53.452933,0101000020E6100000EF1A6A38BDC505C0FE0FFBABF9B94A40,5,Serious,1,2,2023-11-10T08:10:00Z,-1,E08000013,A,58,Dual carriageway,30,Not a junction,NA,NA,-1,None,Pelican,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,E01006872,NA,E08000013,8,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Journey as part of work,Male,35,26 - 35,1797,Hybrid electric,8,Urban area,E01006466,FALSE,>5 and <= 10km,NA,NA,TOYOTA PRIUS
2023991287096,1,1,Pedestrian,Female,7,6 - 10,Serious,"In carriageway, crossing elsewhere",From nearside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Small town,-1,<= 5km,Less Serious,298707,666199,-3.620642,55.878261,0101000020E61000007E80D64F13F70CC03A7AF5CE6AF04B40,99,Serious,1,1,2023-03-13T08:42:00Z,-1,S12000040,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,Pelican,Daylight,Raining no high winds,Wet or damp,None,None,Urban,No - accident was reported on self completed form,-1,Less Serious,S12000040,9,No tow,Moving off,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Offside,No,Other,Male,36,36 - 45,996,Petrol,9,Small town,-1,FALSE,<= 5km,0101000020E6100000C5D56421D3F90CC0B3CAFB856AF04B40,0101000020E610000037BDEF459FF40CC0B9BF9E9E6BF04B40,VAUXHALL AGILA
2023211365057,1,1,Pedestrian,Female,85,Over 75,Fatal,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Rural,E01029509,<= 5km,Fatal,412153,316959,-1.821392,52.750116,0101000020E610000069318A4A6C24FDBF8750ADBC03604A40,21,Fatal,1,1,2023-10-19T19:45:00Z,-1,E10000028,A,515,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Darkness - lighting unknown,Raining no high winds,Wet or damp,None,None,Rural,Yes,E01029509,Fatal,E07000194,19,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,Did not leave carriageway,None,Offside,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,0101000020E6100000FB31A8E50024FDBFE71D0A6CF95F4A40,NA,-1
2023010485651,1,1,Pedestrian,Male,21,21 - 25,Slight,Unknown or other,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01032784,<= 5km,NA,536822,183330,-0.028832,51.532307,0101000020E61000007FB7ED9922869DBF6779529822C44940,1,Slight,1,1,2023-12-22T21:23:00Z,-1,E09000030,U,NA,Slip road,20,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Fine high winds,Dry,None,None,Urban,Yes,E01004226,NA,E09000030,9,No tow,Reversing,On main cway not in restricted lane,Approaching junction or held at junction approach,None,None,NA,None,Back,No,Not known,Male,65,56 - 65,1580,Hybrid electric,3,Urban area,E01004223,FALSE,<= 5km,NA,NA,KIA NIRO
2023522400019,1,1,Pedestrian,Female,25,21 - 25,Slight,Within 50m. of crossing,From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01014527,<= 5km,NA,358854,172810,-2.593536,51.452769,0101000020E61000003404E90690BF04C0442D3C49F4B94940,52,Slight,1,1,2023-08-04T20:45:00Z,-1,E06000023,U,NA,Single carriageway,20,T or staggered junction,Give way or uncontrolled,C,NA,None,Central Refuge,Darkness - lights lit,Unknown,Dry,None,None,Urban,No - accident was reported on self completed form,E01014540,NA,E06000023,9,No tow,Reversing,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Back,No,Not known,Not known,-1,NA,1598,Heavy oil,9,NA,-1,FALSE,NA,NA,NA,VOLKSWAGEN GOLF
2023010455578,1,1,Pedestrian,Male,30,26 - 35,Serious,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,NA,-1,NA,NA,528371,175204,-0.153553,51.461264,0101000020E61000002091378EA0A7C3BFD6E8BEA20ABB4940,1,Serious,2,1,2023-07-16T22:40:00Z,-1,E09000032,A,3,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Other,Wet or damp,None,None,Urban,Yes,E01004554,NA,E09000032,9,No tow,NA,Footway (pavement),Cleared junction or held at junction exit,Skidded,None,Did not leave carriageway,None,Front,No,Not known,Not known,23,21 - 25,1984,Petrol,9,NA,-1,FALSE,NA,NA,NA,VOLKSWAGEN GOLF
2023041352571,1,1,Pedestrian,Male,11,11 - 15,Slight,Centre of carriageway without refuge,From offside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01025260,<= 5km,Slight,352703,432031,-2.719273,53.782445,0101000020E610000037710A5D12C105C0F41CDB1D27E44A40,4,Slight,1,2,2023-09-14T15:21:00Z,-1,E10000017,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01025241,Slight,E07000123,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Offside,No,Not known,Female,27,26 - 35,2993,Heavy oil,19,Urban area,E01025239,FALSE,<= 5km,NA,NA,BMW X5
2023041352571,1,2,Pedestrian,Male,11,11 - 15,Slight,Centre of carriageway without refuge,From offside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01025310,<= 5km,Slight,352703,432031,-2.719273,53.782445,0101000020E610000037710A5D12C105C0F41CDB1D27E44A40,4,Slight,1,2,2023-09-14T15:21:00Z,-1,E10000017,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01025241,Slight,E07000123,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Offside,No,Not known,Female,27,26 - 35,2993,Heavy oil,19,Urban area,E01025239,FALSE,<= 5km,NA,NA,BMW X5
2023451367608,1,1,Pedestrian,Male,81,Over 75,Slight,"In carriageway, crossing elsewhere",From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01030514,>5 and <= 10km,Slight,514154,154430,-0.364769,51.277589999999996,0101000020E6100000CD3D7FA56058D7BF9591410688A34940,45,Slight,1,1,2023-10-23T10:52:00Z,-1,E10000030,U,NA,Single carriageway,30,T or staggered junction,Give way or uncontrolled,A(M),246,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01030523,Slight,E07000210,9,No tow,Turning right,On main cway not in restricted lane,Entering main road,None,None,NA,None,Offside,No,Other,Female,67,66 - 75,2967,Heavy oil,11,Urban area,E01030523,FALSE,<= 5km,NA,NA,PORSCHE CAYENNE
2023991345845,1,1,Pedestrian,Female,70,66 - 75,Fatal,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,-1,<= 5km,Fatal,322021,672234,-3.249848,55.936813,0101000020E610000021EC9964B0FF09C0DF5A3172E9F74B40,99,Fatal,1,1,2023-08-26T15:28:00Z,-1,S12000036,U,NA,Single carriageway,30,Not a junction,NA,NA,-1,None,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,-1,Fatal,S12000036,9,No tow,NA,Footway (pavement),Not at or within 20 metres of junction,None,None,NA,None,Front,No,Other,Male,23,21 - 25,2143,Heavy oil,8,Urban area,-1,FALSE,<= 5km,0101000020E61000000C25C2F846010AC0A24ADF5AE0F74B40,0101000020E61000001ED6CECBC8FE09C0E0FB1012F0F74B40,MERCEDES C CLASS
2023471266194,1,1,Pedestrian,Female,39,36 - 45,Slight,Within 50m. of crossing,From drivers offside,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01020989,<= 5km,Slight,581117,109135,0.571761,50.853374,0101000020E61000007D59AA9CDD4BE23F8763994B3B6D4940,47,Slight,1,1,2023-01-20T23:10:00Z,-1,E10000011,A,259,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,Central Refuge,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,E01020984,Slight,E07000062,9,No tow,Turning right,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Journey as part of work,Male,45,36 - 45,1797,Hybrid electric,8,Urban area,E01020976,FALSE,<= 5km,NA,NA,TOYOTA AURIS
2023991260979,1,1,Pedestrian,Female,12,11 - 15,Serious,"In carriageway, crossing elsewhere",From drivers nearside,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Small town,-1,<= 5km,Less Serious,256052,637460,-4.286768,55.609387,0101000020E61000005CC85291A62511C0A6B1955A00CE4B40,99,Serious,1,1,2023-01-09T08:30:00Z,-1,S12000008,A,71,Single carriageway,30,Not a junction,NA,NA,-1,None,None,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,-1,Less Serious,S12000008,9,No tow,NA,On main cway not in restricted lane,Not at or within 20 metres of junction,None,None,NA,None,Front,No,Commuting to from work,Male,23,21 - 25,999,Petrol,4,Small town,-1,FALSE,>5 and <= 10km,0101000020E61000004BE2A293692611C0998CF703FFCD4B40,0101000020E61000002733A548812511C0FA883CBC00CE4B40,VOLKSWAGEN GOLF
2023991285770,1,1,Pedestrian,Male,37,36 - 45,Fatal,"In carriageway, not crossing",Unknown or other,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,NA,-1,NA,Fatal,248284,663510,-4.424423,55.84088,0101000020E6100000624581E49BB211C08DF4D2E7A1EB4B40,99,Fatal,1,1,2023-03-11T22:16:00Z,-1,S12000038,B,774,Dual carriageway,30,Other junction,Give way or uncontrolled,C,NA,None,None,Darkness - lights lit,Snowing no high winds,Wet or damp,None,None,Urban,Yes,-1,Fatal,S12000038,9,No tow,NA,On main cway not in restricted lane,Cleared junction or held at junction exit,None,None,NA,None,Front,No,Journey as part of work,Female,45,36 - 45,1084,Petrol,5,NA,-1,FALSE,NA,0101000020E6100000A46F382B60B311C010349E0B90EB4B40,0101000020E61000007391B93C9EB211C0238DAD9CA6EB4B40,FORD FIESTA
2023131307917,1,2,Pedestrian,Female,12,11 - 15,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Small town,E01011791,<= 5km,Slight,441245,415517,-1.377721,53.634559,0101000020E61000002AE7BB18250BF6BFBE20DE2C39D14A40,13,Slight,2,3,2023-05-15T15:35:00Z,-1,E08000036,B,6273,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,E01011785,Slight,E08000036,9,No tow,NA,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,Did not leave carriageway,None,Front,No,Commuting to from work,Male,30,26 - 35,999,Petrol,5,Urban area,E01010868,FALSE,>20 and <=100km,NA,NA,FIAT 500X
2023131307917,1,3,Pedestrian,Male,10,6 - 10,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,Unknown,0,Small town,E01011792,<= 5km,Slight,441245,415517,-1.377721,53.634559,0101000020E61000002AE7BB18250BF6BFBE20DE2C39D14A40,13,Slight,2,3,2023-05-15T15:35:00Z,-1,E08000036,B,6273,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,E01011785,Slight,E08000036,9,No tow,NA,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,Did not leave carriageway,None,Front,No,Commuting to from work,Male,30,26 - 35,999,Petrol,5,Urban area,E01010868,FALSE,>20 and <=100km,NA,NA,FIAT 500X
2023131307917,1,1,Pedestrian,Male,9,6 - 10,Slight,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,Yes,0,Small town,E01011791,<= 5km,Slight,441245,415517,-1.377721,53.634559,0101000020E61000002AE7BB18250BF6BFBE20DE2C39D14A40,13,Slight,2,3,2023-05-15T15:35:00Z,-1,E08000036,B,6273,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,NA,None,None,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,E01011785,Slight,E08000036,9,No tow,NA,On main cway not in restricted lane,Mid Junction - on roundabout or on main road,None,None,Did not leave carriageway,None,Front,No,Commuting to from work,Male,30,26 - 35,999,Petrol,5,Urban area,E01010868,FALSE,>20 and <=100km,NA,NA,FIAT 500X
2023041274838,1,1,Pedestrian,Female,40,36 - 45,Serious,Centre of carriageway without refuge,"In carriageway, stationary",Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01025228,<= 5km,Less Serious,388564,440250,-2.175352,53.858347,0101000020E6100000303C3A1C1F6701C056F92846DEED4A40,4,Serious,1,1,2023-02-01T06:51:00Z,-1,E10000017,U,NA,Single carriageway,30,Roundabout,Auto traffic signal,A(M),6068,None,None,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,No,E01025221,Less Serious,E07000122,9,No tow,Turning left,On main cway not in restricted lane,Entering roundabout,None,None,NA,None,Front,No,Not known,Not known,-1,NA,NA,NA,NA,NA,-1,FALSE,NA,NA,NA,-1
2023311291827,1,1,Pedestrian,Female,70,66 - 75,Fatal,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01028076,<= 5km,Fatal,451983,339301,-1.227792,52.948584,0101000020E6100000C9FCD9B109A5F3BF72840E256B794A40,31,Fatal,1,2,2023-03-20T15:50:00Z,-1,E06000018,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,Central Refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01013982,Fatal,E06000018,10,No tow,NA,Footway (pavement),Not at or within 20 metres of junction,None,Open door of vehicle,Did not leave carriageway,Telegraph or electricity pole,Front,No,Taking pupil to from school,Male,57,56 - 65,NA,NA,NA,Urban area,E01019462,FALSE,>10 and <= 20km,NA,NA,-1
2023311291827,1,2,Pedestrian,Male,72,66 - 75,Fatal,On footway or verge,Unknown or other,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01028076,<= 5km,Fatal,451983,339301,-1.227792,52.948584,0101000020E6100000C9FCD9B109A5F3BF72840E256B794A40,31,Fatal,1,2,2023-03-20T15:50:00Z,-1,E06000018,U,NA,Single carriageway,20,Not a junction,NA,NA,-1,None,Central Refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,E01013982,Fatal,E06000018,10,No tow,NA,Footway (pavement),Not at or within 20 metres of junction,None,Open door of vehicle,Did not leave carriageway,Telegraph or electricity pole,Front,No,Taking pupil to from school,Male,57,56 - 65,NA,NA,NA,Urban area,E01019462,FALSE,>10 and <= 20km,NA,NA,-1
2023010467995,1,1,Pedestrian,Female,73,66 - 75,Slight,"In carriageway, crossing elsewhere",From nearside masked by vehicle,Not a Car Passenger,Not a bus or coach passenger,No or not applicable,0,Urban area,E01023379,>20 and <=100km,NA,530489,181291,-0.120835,51.515482,0101000020E610000035CBC1D60DEFBEBF077A493FFBC14940,1,Slight,1,1,2023-09-23T22:20:00Z,-1,E09000007,B,402,Single carriageway,20,Not a junction,NA,NA,-1,None,None,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No - accident was reported on self completed form,E01000918,NA,E09000007,8,No tow,NA,NA,Not at or within 20 metres of junction,NA,NA,Offside and rebounded,NA,Front,No,Not known,Not known,-1,NA,1477,Hybrid electric,3,Urban area,E01003669,FALSE,>10 and <= 20km,NA,NA,LEVC TX
